Name	University	Country	
Yong Zhao	AISTEDA	RO	http://dbpedia.org/resource/Vibrio_parahaemolyticus;http://dbpedia.org/resource/Fiber_Bragg_grating;http://dbpedia.org/resource/Fiber_optic_sensor;http://dbpedia.org/resource/Fiber_optic_sensor
Yu Wang	Tsinghua University	CN	http://dbpedia.org/resource/Reliability_engineering;http://dbpedia.org/resource/Three-dimensional_integrated_circuit;http://dbpedia.org/resource/Propene;http://dbpedia.org/resource/ZSM-5
Xi Liu	Taizhou College	CN	http://dbpedia.org/resource/Crystal_structure;http://dbpedia.org/resource/Tetramer;http://dbpedia.org/resource/Luminescence;http://dbpedia.org/resource/Emission_spectrum
Xiaorui Wang	Knox College	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Data_centers;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Application_performance_management;http://dbpedia.org/resource/Data_center
Eli Shamir	Galillee College	IL	http://dbpedia.org/resource/Random_graph;http://dbpedia.org/resource/Random_walk;http://dbpedia.org/resource/Parallel_algorithm;http://dbpedia.org/resource/Percolation_theory;http://dbpedia.org/resource/Counting_problem
Balachander Krishnamurthy	AISTEDA	RO	http://dbpedia.org/resource/Web_server;http://dbpedia.org/resource/Notification_Service;http://dbpedia.org/resource/Data_compression;http://dbpedia.org/resource/Online_aggregation
S. Seshadri	Tabor College	US	http://dbpedia.org/resource/Plane_wave;http://dbpedia.org/resource/Object_database;http://dbpedia.org/resource/Plane_wave;http://dbpedia.org/resource/Main_Memory_Database
Noam Slonim	AISTEDA	RO	http://dbpedia.org/resource/Document_clustering;http://dbpedia.org/resource/Feature_selection
H. Raymond Strong	College of Technology at Abha	SA	http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Fault-tolerant_design;http://dbpedia.org/resource/Communications_protocol;http://dbpedia.org/resource/Atomic_broadcast
Edward A. Hirsch	Finance Academy	RU	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Deterministic_algorithm
Michel X. Goemans	Marymount Manhattan College	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Traveling_Salesman_problem;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Semidefinite_programming;http://dbpedia.org/resource/Maxcut
J. Miller	University College London, University of London	GB	http://dbpedia.org/resource/Steady_state;http://dbpedia.org/resource/Thin_films;http://dbpedia.org/resource/Cryo-electron_microscopy
S. Sudarshan	Institute of Paper Science and Technology	US	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Object_database;http://dbpedia.org/resource/Program_transformation;http://dbpedia.org/resource/Database_application;http://dbpedia.org/resource/Main_Memory_Database
Jeffrey Xu Yu	Chinese University of Hong Kong	HK	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/XML_data_binding
Hui Zhang	Guangxi University	CN	http://dbpedia.org/resource/Anode;http://dbpedia.org/resource/Lithium-ion_battery
Yang Li	ICT College	US	http://dbpedia.org/resource/Chinese_language;http://dbpedia.org/resource/Mutation;http://dbpedia.org/resource/Mitochondrial_DNA;http://dbpedia.org/resource/Lipid_peroxidation
Bülent Yener	Rensselaer Polytechnic Institute	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Admission_control;http://dbpedia.org/resource/Routing_protocol;http://dbpedia.org/resource/Wireless_network
Sivaramakrishnan Rajagopalan	Boston University	US	http://dbpedia.org/resource/Remote_procedure_call;http://dbpedia.org/resource/Time_server
Omar Benjelloun	Stanford University	US	http://dbpedia.org/resource/Web_service;http://dbpedia.org/resource/Uncertain_data
Oded Regev	AISTEDA	RO	http://dbpedia.org/resource/Lattice_problem;http://dbpedia.org/resource/Adiabatic_quantum_computation;http://dbpedia.org/resource/Learning_with_errors
Bill Howe	University of Washington	US	http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Visual_analytics;http://dbpedia.org/resource/High_Performance_Computing_and_Communication_Act_of_1991
Wojciech Samotij	Tel Aviv University	IL	http://dbpedia.org/resource/Random_graph
Dong Hua	Hebei University	CN	http://dbpedia.org/resource/Health_education;http://dbpedia.org/resource/Health_literacy;http://dbpedia.org/resource/Rural_area
A. Singh	Banaras Hindu University	IN	http://dbpedia.org/resource/Mass_transfer;http://dbpedia.org/resource/Porous_media;http://dbpedia.org/resource/Steady_state;http://dbpedia.org/resource/Heat_transfer
Bin Jiang	University of Paisley	GB	http://dbpedia.org/resource/Adaptive_control
Jun Xu	Colby College	US	http://dbpedia.org/resource/Absorption_spectrum;http://dbpedia.org/resource/Luminescence;http://dbpedia.org/resource/Crystal_growth
K. Tsichlas	Aristotle University of Thessaloniki	GR	http://dbpedia.org/resource/Range_query
Jeong Han Kim	AISTEDA	RO	http://dbpedia.org/resource/Random_graphs;http://dbpedia.org/resource/Query_(complexity);http://dbpedia.org/resource/Giant_component;http://dbpedia.org/resource/Random_graph;http://dbpedia.org/resource/Markov_chain
Meng Ma	Wuhan University	CN	http://dbpedia.org/resource/Titanium;http://dbpedia.org/resource/Electrochemistry
Alon Levy	University of Washington	US	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Knowledge_base;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Knowledge_representation_and_reasoning
Jiawei Han	University of Illinois	US	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Machine_learning;http://dbpedia.org/resource/Text_mining
Ran El-Yaniv	Technion - Israel Institute of Technology	IL	http://dbpedia.org/resource/Online_algorithm;http://dbpedia.org/resource/Multiclass_classification
Junchen Jiang	Ecole de l'Air	FR	http://dbpedia.org/resource/Pattern_matching
Jihie Kim	University of Southern California	US	http://dbpedia.org/resource/Knowledge_acquisition;http://dbpedia.org/resource/Knowledge_base;http://dbpedia.org/resource/Sentiment_analysis;http://dbpedia.org/resource/Network_analysis_(electrical_circuits)
Hamid Pirahesh	Indira Gandhi Institute of Development and Research	IN	http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Web_SQL_Database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Database_system
Werner Nutt	Free University of Bozen	IT	http://dbpedia.org/resource/Knowledge_representation_and_reasoning;http://dbpedia.org/resource/Description_logic;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Description_logics;http://dbpedia.org/resource/Data_integration
Jean-François Boulicaut	Universidad Blas Pascal	AR	http://dbpedia.org/resource/Machine_learning;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Knowledge_discovery;http://dbpedia.org/resource/Concept_mining
Ibrahim Kamel	University of Sharjah	AE	
Stan Zdonik	Brown University	US	http://dbpedia.org/resource/Stream_processing;http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Data_stream
Chen Avin	Tel Aviv University	IL	http://dbpedia.org/resource/Random_walk;http://dbpedia.org/resource/Random_walk;http://dbpedia.org/resource/Hierarchical_clustering;http://dbpedia.org/resource/Randomized_algorithm
Gueorgi Kossinets	Cornell University	US	http://dbpedia.org/resource/Social_networking_service;http://dbpedia.org/resource/Case_study;http://dbpedia.org/resource/Sensitivity_analysis
Neoklis Polyzotis	University of Applied Sciences	EE	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Data_warehouse;http://dbpedia.org/resource/Big_data
Bertram Ludäscher	Communication University of China	CN	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Information_model;http://dbpedia.org/resource/Data_transformation
E. W. Knightly	Rice University	US	
Raymond Chi-Wing Wong	Hong Kong University of Science and Technology	HK	http://dbpedia.org/resource/Nearest_neighbor_search;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Association_rule_learning
Mario Barbacci	Wuhan University of Hydraulic and Electric Engineering	CN	http://dbpedia.org/resource/Software_architecture;http://dbpedia.org/resource/Fault-tolerant_design;http://dbpedia.org/resource/Distributed_application;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
Jun Gao	AISTEDA	RO	http://dbpedia.org/resource/Eclogite;http://dbpedia.org/resource/Tianshan;http://dbpedia.org/resource/Ophiolite;http://dbpedia.org/resource/Blueschist
Euripides G. M. Petrakis	University of Crete	GR	http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Semantic_search;http://dbpedia.org/resource/Image_retrieval;http://dbpedia.org/resource/Document_retrieval;http://dbpedia.org/resource/Semantic_Web
Michael Saks	University of Toronto	CA	http://dbpedia.org/resource/Colorectal_cancer;http://dbpedia.org/resource/Hepatoma-derived_growth_factor;http://dbpedia.org/resource/Mitosis;http://dbpedia.org/resource/Chromosomal_instability_syndrome
Lionel M. Ni	Hong Kong University of Science and Technology	HK	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Parallel_processing
Ashish Gupta	Northwestern University	US	http://dbpedia.org/resource/High_Speed_Link
Gerome Miklau	AISTEDA	RO	http://dbpedia.org/resource/Data_exchange;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Differential_privacy
Minglong Shao	Carnegie Mellon University	US	
Ashwin Sridharan	University of Advancing Technology (UAT)	US	http://dbpedia.org/resource/Anomaly_detection;http://dbpedia.org/resource/Transport_Layer_Security
Geoffrey J. Gordon	Cornell College	US	http://dbpedia.org/resource/Structured_prediction;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Graphical_models_for_protein_structure;http://dbpedia.org/resource/Function_approximation
Raghu Ramakrishnan	Coker College	US	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Unstructured_data;http://dbpedia.org/resource/Machine_learning
Nodira Khoussainova	University of Washington	US	
Stratos Papadomanolakis	Franklin W. Olin College of Engineering	US	
E. Cohen	Sree Sankaracharya University of Sanskrit	IN	http://dbpedia.org/resource/Protein_structure;http://dbpedia.org/resource/Point_mutation
Alfred Z. Spector	Missouri Tech	US	http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Transaction_processing;http://dbpedia.org/resource/Distributed_computing
Walter Willinger	AISTEDA	RO	http://dbpedia.org/resource/Network_performance;http://dbpedia.org/resource/Communication_networks;http://dbpedia.org/resource/Network_topology;http://dbpedia.org/resource/Network_topologies;http://dbpedia.org/resource/Network_dynamics
Wang-Chiew Tan	Communication University of China	CN	http://dbpedia.org/resource/Data_exchange;http://dbpedia.org/resource/Data_integration
Patrick Valduriez	Alaska Bible College	US	http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Data_mapping;http://dbpedia.org/resource/Relational_database
Weisong Shi	Wayne State University	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Distributed_application;http://dbpedia.org/resource/Meta-data_management
Vagelis Hristidis	Logistics Engineering University of PLA	CN	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Information_discovery
Anitha Kannan	Montana Tech	US	http://dbpedia.org/resource/Factor_analysis;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Generative_model
Chen Li	AISTEDA	RO	http://dbpedia.org/resource/Free-floating_barrel;http://dbpedia.org/resource/Adaptive_control
Liang Li	Hebei University	CN	http://dbpedia.org/resource/Atmospheric_optics;http://dbpedia.org/resource/Differential_optical_absorption_spectroscopy
I. Lee	Stephen F. Austin State University	US	http://dbpedia.org/resource/Quantum_dots;http://dbpedia.org/resource/Quantum_dot;http://dbpedia.org/resource/Thin_films;http://dbpedia.org/resource/Carbon_nanotube
M. I. Rabinovich	Virginia Polytechnic Institute and State University (Virginia Tech)	US	http://dbpedia.org/resource/Nonlinear_system;http://dbpedia.org/resource/Nonlinear_dynamics;http://dbpedia.org/resource/Neural_network;http://dbpedia.org/resource/Computational_neuroscience;http://dbpedia.org/resource/Dissipative_system
Yang Du	AISTEDA	RO	http://dbpedia.org/resource/Minimum_wage;http://dbpedia.org/resource/Urban_poverty;http://dbpedia.org/resource/Economic_growth
Jianhua Lu	College of Idaho	US	http://dbpedia.org/resource/Wavelet_transform;http://dbpedia.org/resource/Orthogonal_frequency-division_multiple_access;http://dbpedia.org/resource/Resource_allocation;http://dbpedia.org/resource/Low-density_parity-check_code
Yunyao Li	University of Milan	IT	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Text_analytics;http://dbpedia.org/resource/Natural_language_user_interface
Julia Stoyanovich	Columbia University	US	http://dbpedia.org/resource/Scientific_workflow_system;http://dbpedia.org/resource/Provenance
Kai Ren	Carnegie Mellon University	US	
M. Lenzerini	University of Roma La Sapienza	IT	http://dbpedia.org/resource/Data_warehouse;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_format
Angela Bonifati	Université Henri Poincaré (Nancy I)	FR	http://dbpedia.org/resource/XML_database;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/XML_Schema_(W3C)
Huy T. Vo	Scandinavian Art and Business Institute	FI	http://dbpedia.org/resource/Sun_Visualization_System;http://dbpedia.org/resource/Provenance;http://dbpedia.org/resource/Scientific_Data_Systems
Raja Velu	School of Management	SK	http://dbpedia.org/resource/Asset_pricing
Gábor Tardos	Tama Institute of Management and Information Sciences	JP	http://dbpedia.org/resource/Polynomial-time_approximation_scheme;http://dbpedia.org/resource/Directed_graph;http://dbpedia.org/resource/Random_graphs
Shurug Al-Khalifa	University of Milan	IT	http://dbpedia.org/resource/XML_database;http://dbpedia.org/resource/XML_data_binding
Sau Dan Lee	University of Hong Kong	HK	http://dbpedia.org/resource/Uncertain_data;http://dbpedia.org/resource/Data_item;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Voronoi_diagram
Adi Shraibman	Weizmann Institute of Science	IL	http://dbpedia.org/resource/Communication_complexity;http://dbpedia.org/resource/Communication_complexity;http://dbpedia.org/resource/Open_problem
Elad Verbin	Tel Aviv University	IL	http://dbpedia.org/resource/Data_structure
Nir Ailon	Tampere University of Technology	FI	http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Query_(complexity);http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Markov_chain;http://dbpedia.org/resource/Property_testing
Khaled Yagoub	Coe College	US	
Lei Lu	Guangdong University of Technology	CN	http://dbpedia.org/resource/Deflation;http://dbpedia.org/resource/Monetary_policy;http://dbpedia.org/resource/Macroeconomic_regulation_and_control
Ragunathan Rajkumar	Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala	PL	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Embedded_systems;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/System_software;http://dbpedia.org/resource/Embedded_system
Vineet Chaoji	Rensselaer Polytechnic Institute	US	http://dbpedia.org/resource/Time_complexity
Huadong Ma	AISTEDA	RO	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Wireless_sensor_network;http://dbpedia.org/resource/Scheduling_(computing)
Yair Bartal	College of Science, Baghdad University	IQ	http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Linear_programming;http://dbpedia.org/resource/Competitive_ratio;http://dbpedia.org/resource/Global_optimization
Reynold Cheng	Hong Kong Polytechnic University	HK	http://dbpedia.org/resource/Probability
P. Anandan	Southwestern University School of Law	US	
Akhilesh Saxena	New York University	US	http://dbpedia.org/resource/Cloud_computing
Lei Li	Champlain College	US	http://dbpedia.org/resource/Pervaporation;http://dbpedia.org/resource/Heavy_metal_music;http://dbpedia.org/resource/Copper_slag;http://dbpedia.org/resource/Microstructure
Cynthia Dwork	Illinois Valley Community College	US	http://dbpedia.org/resource/Parallel_algorithm;http://dbpedia.org/resource/Distributed_computing;http://dbpedia.org/resource/Distributed_algorithm
Jian Pei	Simon Fraser University	CA	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Visual_analytics;http://dbpedia.org/resource/Document_clustering
Gaetano Borriello	University of Washington	US	http://dbpedia.org/resource/Mobile_computing;http://dbpedia.org/resource/Embedded_systems;http://dbpedia.org/resource/Internet_of_Things
Stephen Mann	University of Bristol	GB	http://dbpedia.org/resource/Cryo-electron_microscopy;http://dbpedia.org/resource/Biological_system;http://dbpedia.org/resource/Crystal_growth;http://dbpedia.org/resource/Thin_films
Amol Deshpande	University of Mary	US	http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Query_optimization
Alban Galland	AgroParisTech	FR	
Edmond Chow	AISTEDA	RO	
Daniel Cohen-Or	Tel Aviv University	IL	http://dbpedia.org/resource/Point_cloud;http://dbpedia.org/resource/Surface_reconstruction;http://dbpedia.org/resource/Shape_analysis;http://dbpedia.org/resource/Point_cloud
Moti Yung	Columbia University	US	http://dbpedia.org/resource/Cryptographic_protocol;http://dbpedia.org/resource/Public-key_cryptography;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Network_security;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
Ewa Deelman	Oregon Graduate Institute of Science and Technology	US	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Grid_computing;http://dbpedia.org/resource/Big_data
Raymond A. Lorie	Elon College	US	http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Relational_database
Jia Guo	Fudan University	CN	http://dbpedia.org/resource/Fluorescence;http://dbpedia.org/resource/Magnetic_nanoparticles
George Kollios	Boston University	US	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Temporal_database;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Data_stream
R. Rubinfeld	Massachusetts Institute of Technology	US	http://dbpedia.org/resource/Algebraic_function;http://dbpedia.org/resource/Mixed_data_sampling
Torsten Suel	Polytechnic Institute of Bari	IT	http://dbpedia.org/resource/Web_search_engines;http://dbpedia.org/resource/Document_retrieval;http://dbpedia.org/resource/Inverted_index;http://dbpedia.org/resource/Information_extraction
Paul Cohen	University of Arizona	US	http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Reinforcement_learning;http://dbpedia.org/resource/Neural_network;http://dbpedia.org/resource/Semantic_network
Quang Hieu Vu	National University of Singapore	SG	http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Load_balancing_(computing)
B. W. Wade	AISTEDA	RO	http://dbpedia.org/resource/Relational_approach_to_quantum_physics;http://dbpedia.org/resource/Database_management_system
Bogdan Cautis	Webb Institute	US	http://dbpedia.org/resource/Finite_set;http://dbpedia.org/resource/XML;http://dbpedia.org/resource/Semi-structured_data
Claudia Plant	Florida State University	US	http://dbpedia.org/resource/Feature_extraction;http://dbpedia.org/resource/High-dimensional_model_representation;http://dbpedia.org/resource/Hierarchical_clustering
Evimaria Terzi	Boston University	US	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Network_analysis_(electrical_circuits);http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Relational_database
Jeyashankher Ramamirtham	Western Washington University	US	http://dbpedia.org/resource/Internet_Protocol;http://dbpedia.org/resource/Network_Convergence
Krishnaram Kenthapadi	Missouri Tech	US	
Gottfried Vossen	AISTEDA	RO	http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Data_Warehousing;http://dbpedia.org/resource/Database_design
Wen Jin	Sichuan University	CN	http://dbpedia.org/resource/Systematic_review;http://dbpedia.org/resource/Meta-analysis;http://dbpedia.org/resource/Evidence-based_medicine
N. Linial	Hebrew University of Jerusalem	IL	http://dbpedia.org/resource/Boolean_function;http://dbpedia.org/resource/Graph_coloring;http://dbpedia.org/resource/Graph_product
Guofei Jiang	Webster University North Florida	US	http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Application_performance_management;http://dbpedia.org/resource/Network_security;http://dbpedia.org/resource/Sensor_networks
María J. Garzarán	University of Illinois	US	http://dbpedia.org/resource/Data_type
Hoontae Kim	Taejon University	KR	http://dbpedia.org/resource/Business_process;http://dbpedia.org/resource/Noise_figure
Pierangelo Veltri	University of Bari	IT	http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Biological_data_visualization;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Mass_spectrometry
Rebecca N. Wright	Beijing Information Science and Technology University	CN	http://dbpedia.org/resource/Cryptographic_protocol;http://dbpedia.org/resource/Bayesian_network
Likang Li	AISTEDA	RO	http://dbpedia.org/resource/Random_forest
Ching-Yung Lin	Fred Hutchinson Cancer Research Center	US	http://dbpedia.org/resource/Collective_intelligence;http://dbpedia.org/resource/Social_collaboration;http://dbpedia.org/resource/Social_network_analysis;http://dbpedia.org/resource/Mobile_device
David S. Touretzky	AISTEDA	RO	http://dbpedia.org/resource/Neural_network;http://dbpedia.org/resource/Cognitive_map;http://dbpedia.org/resource/Semantic_network;http://dbpedia.org/resource/Reinforcement_learning
Gio Wiederhold	Stanford University	US	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Meta-data_management;http://dbpedia.org/resource/Knowledge_base
Manish Mehta	Caucasus University	GE	http://dbpedia.org/resource/Interactive_fiction;http://dbpedia.org/resource/Artificial_intelligence
Alexandros Ntoulas	AISTEDA	RO	http://dbpedia.org/resource/Web_search_engines;http://dbpedia.org/resource/Web_search_engine;http://dbpedia.org/resource/World_Wide_Web
Russell H. Taylor	Johns Hopkins University	US	
Dieter Pfoser	Deccan College Postgraduate and Research Institute	IN	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Spatial_data_infrastructure;http://dbpedia.org/resource/Volunteered_geographic_information
Klaus R. Dittrich	University of the District of Columbia	US	http://dbpedia.org/resource/Meta-data_management;http://dbpedia.org/resource/Data_integration
P. Lucas	Coe College	US	http://dbpedia.org/resource/Sudden_stratospheric_warmings;http://dbpedia.org/resource/Magnet
Kristen LeFevre	Montana Tech	US	http://dbpedia.org/resource/Social_networking_websites;http://dbpedia.org/resource/Data_mining
Jyrki Kivinen	University of Applied Sciences	EE	http://dbpedia.org/resource/Loss_function
Ariel Orda	Technion - Israel Institute of Technology	IL	http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/Communication_networks;http://dbpedia.org/resource/Bandwidth_allocation
Divesh Srivastava	AISTEDA	RO	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_warehouse;http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Meta-data_management
Florian Matthes	Gordon College	US	http://dbpedia.org/resource/Enterprise_architecture_management;http://dbpedia.org/resource/Enterprise_architecture;http://dbpedia.org/resource/Enterprise_architecture;http://dbpedia.org/resource/Information_model
Myoung-Ah Kang	Ecole de l'Air	FR	http://dbpedia.org/resource/Information_systems
Jian Liang	Nanjing University	CN	http://dbpedia.org/resource/Hepatocellular_carcinoma;http://dbpedia.org/resource/Taurine;http://dbpedia.org/resource/AIDS;http://dbpedia.org/resource/Apoptosis
Beth Plale	Mahatma Jyotiba Phule Rohilkhand University Bareilly 	IN	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Meta-data_management;http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Service_Oriented_Architecture
Kevin Haas	Caucasus University	GE	http://dbpedia.org/resource/Rip_current
Yi-Min Wang	Missouri Tech	US	http://dbpedia.org/resource/Web_Services_Description_Language;http://dbpedia.org/resource/Configuration_management;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/End-user
Alexander S. Szalay	Johns Hopkins University	US	http://dbpedia.org/resource/Radial_velocity;http://dbpedia.org/resource/Galaxy_formation_and_evolution;http://dbpedia.org/resource/Power_spectrum;http://dbpedia.org/resource/Hubble_Space_Telescope
Curtis E. Dyreson	Utah State University	US	http://dbpedia.org/resource/Data_transformation;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Data_warehouse;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/Relational_database
D. A. Bell	AISTEDA	RO	
Euthimios Panagos	Bengal Engineering College	IN	http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Content_management_system;http://dbpedia.org/resource/Object_storage_device;http://dbpedia.org/resource/Notification_Service
Paraschos Koutris	University of Washington	US	http://dbpedia.org/resource/Parallel_computation;http://dbpedia.org/resource/Cache-oblivious_algorithm
Christian Böhm	Universität Dortmund	DE	http://dbpedia.org/resource/Correlation_clustering;http://dbpedia.org/resource/Nearest_neighbor_search;http://dbpedia.org/resource/Hierarchical_clustering
Luc Segoufin	AISTEDA	RO	http://dbpedia.org/resource/Expressive_power;http://dbpedia.org/resource/First-order_logic;http://dbpedia.org/resource/Query_language
Jian Zhai	City University of Hong Kong	HK	http://dbpedia.org/resource/Mobile_phone;http://dbpedia.org/resource/Mobile_device
Frank McSherry	Université de Marne la Vallée	FR	http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Kernel_methods;http://dbpedia.org/resource/Approximation_algorithm
Alexander Sprintson	Franklin W. Olin College of Engineering	US	http://dbpedia.org/resource/Multicast
Arvind Arasu	Stanford University	US	http://dbpedia.org/resource/Data_stream
Judith Gal-Ezer	Open University of Israel	IL	http://dbpedia.org/resource/Computer_science;http://dbpedia.org/resource/Distance_education
A. Parker	University of Liverpool	GB	http://dbpedia.org/resource/Sexual_selection;http://dbpedia.org/resource/Evolutionary_biology;http://dbpedia.org/resource/Mate_choice
Caetano Traina	Universidade Federal de São Carlos	BR	http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Feature_extraction;http://dbpedia.org/resource/Feature_selection;http://dbpedia.org/resource/Data_mining
 Jr.	National Aerospace University Kharkov Aviation Institute	UA	http://dbpedia.org/resource/Prostate_cancer;http://dbpedia.org/resource/Ovarian_cancer;http://dbpedia.org/resource/Breast_cancer;http://dbpedia.org/resource/Risk_factor;http://dbpedia.org/resource/Gastric_cancer
Mikkel Thorup	Business & Computer University College	LB	http://dbpedia.org/resource/Minimum_spanning_tree;http://dbpedia.org/resource/Graph_algorithm
Qing Zhang	Bohai University	CN	http://dbpedia.org/resource/Concrete;http://dbpedia.org/resource/Solid_mechanics;http://dbpedia.org/resource/Stress_intensity_factor
Zachary G. Ives	University of Pennsylvania	US	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Data_sharing;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
E. J. McCluskey	AISTEDA	RO	http://dbpedia.org/resource/Logic_synthesis;http://dbpedia.org/resource/Error_detection_and_correction
