Name	University	Country	
Giovanna Guerrini	School of Oriental and African Studies, University of London	GB	http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/XML_Schema_(W3C);http://dbpedia.org/resource/XML_schema;http://dbpedia.org/resource/Object_database
Robert F. Murphy	Dublin Institute for Advanced Studies	IE	http://dbpedia.org/resource/Subcellular_location;http://dbpedia.org/resource/Flow_cytometry;http://dbpedia.org/resource/Subcellular_localization
Dallan Quass	Stanford University	US	http://dbpedia.org/resource/Data_warehouse;http://dbpedia.org/resource/Data_source;http://dbpedia.org/resource/Data_Warehousing
Gabriel M. Kuper	Stanford University	US	http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Relational_calculus;http://dbpedia.org/resource/Data_model
Y. Azar	Tel Aviv University	IL	
Rakesh Agrawal	Coe College	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Information_extraction
Allen Newell	Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala	PL	http://dbpedia.org/resource/Cognitive_architecture;http://dbpedia.org/resource/Reinforcement_learning;http://dbpedia.org/resource/JACK_Intelligent_Agents;http://dbpedia.org/resource/Knowledge_acquisition;http://dbpedia.org/resource/Computational_model
Anastassia Ailamaki	Carnegie Mellon University	US	http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Workflow_Management_Coalition
Jennifer Golbeck	University of Mary	US	http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Social_web;http://dbpedia.org/resource/Collaborative_filtering;http://dbpedia.org/resource/Social_network;http://dbpedia.org/resource/Recommender_system
Paul Bird	ICT College	US	http://dbpedia.org/resource/Database_management_system;http://dbpedia.org/resource/Database_management_system
Garth Gibson	Carnegie Mellon University	US	http://dbpedia.org/resource/File_system;http://dbpedia.org/resource/High_Performance_Computing_and_Communication_Act_of_1991;http://dbpedia.org/resource/Cloud_computing;http://dbpedia.org/resource/Astronomical_object
Yuval Rabani	Technion - Israel Institute of Technology	IL	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/High-dimensional_model_representation;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Nearest_neighbor_search;http://dbpedia.org/resource/Approximation_algorithm
Xindong Wu	University of Vermont	US	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Data_stream
Narain Gehani	University of Bath	GB	http://dbpedia.org/resource/Message_passing;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Concurrent_programming;http://dbpedia.org/resource/Object_database;http://dbpedia.org/resource/Data_type
Wolfgang Gatterbauer	University of Washington	US	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Knowledge_acquisition;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/SQL_queries
Robert Gruber	Montana Tech	US	
Edoardo Airoldi	Harvard University	US	http://dbpedia.org/resource/Network_model;http://dbpedia.org/resource/Statistical_model;http://dbpedia.org/resource/Network_analysis_(electrical_circuits);http://dbpedia.org/resource/Graphical_models_for_protein_structure
Peter Druschel	Dublin Institute for Advanced Studies	IE	http://dbpedia.org/resource/Web_server;http://dbpedia.org/resource/Virtual_machine;http://dbpedia.org/resource/Distributed_object
Chao Liu	Hehai University	CN	http://dbpedia.org/resource/Rat;http://dbpedia.org/resource/Esophageal_cancer;http://dbpedia.org/resource/Apoptosis;http://dbpedia.org/resource/Single-nucleotide_polymorphism
Ladislav Stacho	Simon Fraser University	CA	http://dbpedia.org/resource/Planar_graph;http://dbpedia.org/resource/Unit_disk
Anthony K. H. Tung	National University of Singapore	SG	http://dbpedia.org/resource/Hierarchical_clustering;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Relational_database
Rui Huang	Sichuan University	CN	http://dbpedia.org/resource/Morphology_(biology);http://dbpedia.org/resource/Polyethylene_terephthalate;http://dbpedia.org/resource/Microstructure
Terry R. Payne	University of Liverpool	GB	http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Semantic_Web_Services;http://dbpedia.org/resource/Web_Services_Description_Language;http://dbpedia.org/resource/Web_service
Jaideep Vaidya	Butler University	US	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Collaborative_filtering;http://dbpedia.org/resource/Knowledge_discovery
John H. Roberts	Australian National University	AU	http://dbpedia.org/resource/Consumer_behaviour;http://dbpedia.org/resource/Predictive_modelling;http://dbpedia.org/resource/Market_environment;http://dbpedia.org/resource/User_innovation;http://dbpedia.org/resource/Market_structure
Phuong Dao	Simon Fraser University	CA	http://dbpedia.org/resource/Cancer_treatment
David Andersen	Carnegie Mellon University	US	http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/Protocol_stack;http://dbpedia.org/resource/Internet_Protocol;http://dbpedia.org/resource/Bandwidth_management;http://dbpedia.org/resource/Content_adaptation
James H. Garrett	Carnegie Mellon University	US	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Mobile_computing;http://dbpedia.org/resource/Data_driven;http://dbpedia.org/resource/Data_quality;http://dbpedia.org/resource/Engineering_design_process
 Jr.	National Aerospace University Kharkov Aviation Institute	UA	http://dbpedia.org/resource/Prostate_cancer;http://dbpedia.org/resource/Ovarian_cancer;http://dbpedia.org/resource/Breast_cancer;http://dbpedia.org/resource/Risk_factor;http://dbpedia.org/resource/Gastric_cancer
Wei Li	AISTEDA	RO	http://dbpedia.org/resource/Concrete_pump;http://dbpedia.org/resource/Differential_fault_analysis;http://dbpedia.org/resource/Multi-agent_system;http://dbpedia.org/resource/Network_management
Kimmo Hätönen	Oulu Polytechnic	FI	http://dbpedia.org/resource/Anomaly_detection;http://dbpedia.org/resource/Data_analysis
Ohad Greenshpan	Tel Aviv University	IL	
Surajit Chaudhuri	Missouri Tech	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Database_system
Albrecht Schmidt	University of Cincinnati	US	http://dbpedia.org/resource/Hypertrophy;http://dbpedia.org/resource/Heart_failure;http://dbpedia.org/resource/Adrenergic_beta-antagonist
Stefano Ceri	Politécnico de Guanajuato	MX	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Web_Services_Description_Language
Hao Huang	Nanjing University	CN	http://dbpedia.org/resource/Intrusion_detection_system;http://dbpedia.org/resource/Formal_verification
Yuval Shavitt	Tel Aviv University	IL	http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Multipath_routing;http://dbpedia.org/resource/Bandwidth_allocation;http://dbpedia.org/resource/Broadcast_encryption
Jehoshua Bruck	California Institute of Technology	US	http://dbpedia.org/resource/Network_design;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Communications_protocol;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Parallel_computing
B. Aditya Prakash	Carnegie Mellon University	US	
Bart Kuijpers	Hasselt University	BE	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Graph_database;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/Data_structure
Christian Knauer	Freie Universität Berlin	DE	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Minimum-weight_triangulation;http://dbpedia.org/resource/Planar_graph;http://dbpedia.org/resource/Approximation_algorithm
Rohit Khandekar	Fred Hutchinson Cancer Research Center	US	http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Network_design;http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Approximation_algorithm
E. Nöth	Friedrich-Alexander Universität Erlangen-Nürnberg	DE	http://dbpedia.org/resource/Prosody_(linguistics);http://dbpedia.org/resource/Dialogue;http://dbpedia.org/resource/Neural_network
Iulian Neamtiu	IE University	ES	http://dbpedia.org/resource/Embedded_database;http://dbpedia.org/resource/Dynamic_Software_Updating;http://dbpedia.org/resource/Concurrent_programming;http://dbpedia.org/resource/Open_source
Catharine van Ingen	Missouri Tech	US	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_Intensive_Computing;http://dbpedia.org/resource/Web_application
Paolo Terenziani	University of Pisa	IT	http://dbpedia.org/resource/Knowledge_representation_and_reasoning;http://dbpedia.org/resource/Model_checking;http://dbpedia.org/resource/Petri-Net;http://dbpedia.org/resource/Temporal_database;http://dbpedia.org/resource/Natural_language_understanding
Michael Taylor	Keele University	GB	http://dbpedia.org/resource/In_vivo;http://dbpedia.org/resource/In_vivo_magnetic_resonance_spectroscopy;http://dbpedia.org/resource/Molecular_structure
C. Mohan	The Scripps Research Institute	US	http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Transaction_processing;http://dbpedia.org/resource/Transaction_Management_eXecutive
Thomas Schwentick	Universität Dortmund	DE	http://dbpedia.org/resource/Database_theory;http://dbpedia.org/resource/Model_checking;http://dbpedia.org/resource/Formal_language;http://dbpedia.org/resource/Finite-state_machines;http://dbpedia.org/resource/Relational_algebra
Moses Charikar	Princeton University	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Traveling_Salesman_problem;http://dbpedia.org/resource/Constraint_Satisfaction_Problem;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Semidefinite_programming
Haryadi S. Gunawi	University of Chicago	US	http://dbpedia.org/resource/Reliability_engineering;http://dbpedia.org/resource/File_system
Monica Scannapieco	Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala	PL	http://dbpedia.org/resource/Data_quality;http://dbpedia.org/resource/Information_quality;http://dbpedia.org/resource/Data_cleansing
Peter Mork	Coe College	US	
Xiaoqiao Meng	Fred Hutchinson Cancer Research Center	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Sensor_networks
Michael H. Böhlen	Free University of Bozen	IT	http://dbpedia.org/resource/Spatiotemporal_database
Dan Olteanu	Trakia University Stara Zagora	BG	http://dbpedia.org/resource/Probabilistic_database;http://dbpedia.org/resource/Complete_information;http://dbpedia.org/resource/Conjunctive_query
Nisheeth Shrivastava	AISTEDA	RO	http://dbpedia.org/resource/Distributed_algorithm
Rudolf Fleischer	Fudan University	CN	http://dbpedia.org/resource/Maximum_matching;http://dbpedia.org/resource/Competitive_analysis_(online_algorithm);http://dbpedia.org/resource/Online_algorithm
Mike Wilde	Andong National University	KR	http://dbpedia.org/resource/Open_Science_Grid_Consortium;http://dbpedia.org/resource/Grid_computing
Ehud Friedgut	Hebron University	PS	http://dbpedia.org/resource/Boolean_function;http://dbpedia.org/resource/Jerusalem
Ben Clifford	University of Chicago	US	http://dbpedia.org/resource/Provenance;http://dbpedia.org/resource/Grid_computing
Ronald Rosenfeld	Carnegie Mellon University	US	http://dbpedia.org/resource/Maximum_entropy_probability_distribution
Inderpal Singh Mumick	AISTEDA	RO	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Materialized_view
Anita K. Jones	AISTEDA	RO	http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Operating_system;http://dbpedia.org/resource/Intrusion_detection_system
James W. Warner	Colorado State University	US	
Philipp Zumstein	University of Zürich	CH	http://dbpedia.org/resource/VC_dimension;http://dbpedia.org/resource/Minimum_number_of_individuals
A. A. Shvartsman	Milwaukee School of Engineering	US	http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Distributed_computing;http://dbpedia.org/resource/Distributed_computing
Mohamed Zaït	AISTEDA	RO	
Nancy A. Lynch	Massachusetts Institute of Technology	US	http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Formal_verification;http://dbpedia.org/resource/Distributed_computing;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
E. Takahashi	Niigata University	JP	http://dbpedia.org/resource/Bone_remodeling;http://dbpedia.org/resource/Cerebrospinal_fluid;http://dbpedia.org/resource/In_vivo
Gemma C. Garriga	AgroParisTech	FR	http://dbpedia.org/resource/Formal_concept_analysis
Maria Gradinariu	AgroParisTech	FR	http://dbpedia.org/resource/Self-stabilization;http://dbpedia.org/resource/False_positive_rate;http://dbpedia.org/resource/Sensor_networks
Simon Kasif	Boston University	US	http://dbpedia.org/resource/Protein_function_prediction;http://dbpedia.org/resource/Markov_model;http://dbpedia.org/resource/Support_vector_machine
Evan Welbourne	University of Washington	US	
Naftali Tishby	Hebron University	PS	http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Hidden_Markov_models;http://dbpedia.org/resource/Hidden_Markov_model
Philippe Rigaux	Université du Maine	FR	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Meta-data_management;http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Spatial_database
Leslie Lamport	University of North Carolina at Chapel Hill	US	http://dbpedia.org/resource/Mutual_exclusion;http://dbpedia.org/resource/Concurrent_programming
